Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Time
SPY,287.33,Put,255,6/1/2020,34,2.79,2.82,2.85,2.8,1762,176,10.01,40.13%,15:15 ET
XLF,22.89,Put,23,5/8/2020,10,0.67,0.68,0.69,0.65,1119,114,9.82,39.79%,15:57 ET
XLF,22.89,Put,22.5,5/8/2020,10,0.46,0.46,0.47,0.45,2546,260,9.79,42.25%,15:51 ET
SPY,287.33,Put,284,04/29/20,1,0.8,0.81,0.81,0.78,36365,3725,9.76,35.44%,15:53 ET
EWW,28.5,Put,28,5/1/2020,3,0.22,0.23,0.24,0.22,1882,197,9.55,43.95%,16:00 ET
IWM,129.95,Put,131,5/1/2020,3,2.87,2.89,2.91,2.77,1474,155,9.51,48.83%,15:43 ET
XLU,59.26,Put,58,06/19/20,52,2.17,2.2,2.22,2.21,2783,303,9.18,32.35%,15:37 ET
IWM,129.95,Call,137,06/19/20,52,3.48,3.51,3.53,3.55,5482,608,9.02,31.51%,15:48 ET
XLU,59.26,Put,60,05/29/20,31,2.06,2.26,2.46,1.87,1063,118,9.01,22.01%,10:50 ET
EWY,51.49,Put,50,05/15/20,17,1.1,1.11,1.11,1.15,8354,931,8.97,41.43%,16:00 ET
VNQ,76.49,Call,77,05/15/20,17,1.8,1.88,1.95,2.05,1564,176,8.89,33.86%,15:05 ET
SPY,287.33,Call,288,04/29/20,1,1.58,1.59,1.6,1.6,74453,8387,8.88,29.68%,15:53 ET
XLU,59.26,Put,57,05/22/20,24,0.93,0.98,1.03,0.92,1492,169,8.83,31.29%,12:09 ET
SPY,287.33,Call,287,04/29/20,1,2.04,2.05,2.07,2.13,52503,6065,8.66,30.06%,15:53 ET
EFA,56.57,Call,59,06/30/20,63,0.86,0.93,0.99,0.92,9830,1175,8.37,19.17%,13:07 ET
SPY,287.33,Put,292,04/29/20,1,4.96,5.01,5.05,5.18,4036,509,7.93,39.24%,15:38 ET
SPY,287.33,Put,275,6/1/2020,34,6.11,6.15,6.18,6,1100,139,7.91,33.05%,15:35 ET
SPY,287.33,Call,361,07/17/20,80,0.1,0.11,0.11,0.1,846,110,7.69,20.49%,15:37 ET
QQQ,212.76,Put,218,5/8/2020,10,7.51,7.56,7.62,7.45,1023,135,7.58,31.52%,15:00 ET
SPY,287.33,Put,286,5/8/2020,10,4.93,4.95,4.97,5.06,9215,1247,7.39,31.03%,15:51 ET
GDX,33.58,Put,32,05/22/20,24,1.09,1.11,1.13,1.07,1144,159,7.19,53.63%,14:23 ET
IWM,129.95,Call,145,09/18/20,143,3.89,3.95,4.01,3.96,7012,978,7.17,27.49%,15:31 ET
SPY,287.33,Call,293,5/4/2020,6,1.46,1.48,1.49,1.49,8431,1201,7.02,23.80%,15:50 ET
TLT,169.34,Call,169,05/22/20,24,3.15,3.28,3.4,3.05,1486,213,6.98,15.74%,12:46 ET
DIA,242.02,Put,245,5/1/2020,3,4.6,4.65,4.7,4.7,1524,220,6.93,36.90%,15:58 ET
KRE,37.9,Put,39,01/21/22,633,8.4,8.45,8.5,8.47,2846,418,6.81,42.31%,15:55 ET
FXI,39.22,Put,28,08/21/20,115,0.25,0.27,0.28,0.27,17220,2531,6.8,42.44%,12:56 ET
SPY,287.33,Put,215,6/5/2020,38,0.69,0.7,0.71,0.64,675,100,6.75,51.33%,14:51 ET
SPY,287.33,Call,289,05/26/20,28,7.67,7.7,7.73,8.08,986,147,6.71,27.09%,14:49 ET
IWM,129.95,Call,137,05/15/20,17,1.35,1.37,1.38,1.44,8988,1355,6.63,34.33%,15:42 ET
XBI,96.09,Put,86,06/19/20,52,2.54,2.58,2.62,2.54,10196,1565,6.52,47.29%,14:51 ET
SPY,287.33,Put,283,04/29/20,1,0.6,0.61,0.61,0.61,37633,5776,6.52,36.69%,15:52 ET
SPY,287.33,Call,286,04/29/20,1,2.69,2.71,2.73,2.73,24328,3767,6.46,30.15%,15:53 ET
TNA,22.49,Call,23.5,5/1/2020,3,0.72,0.73,0.74,0.75,1368,217,6.3,139.26%,15:45 ET
IWM,129.95,Call,133,5/8/2020,10,2.03,2.05,2.07,2.15,2708,431,6.28,38.97%,15:47 ET
SPY,287.33,Put,287,5/1/2020,3,3.27,3.29,3.31,3.16,21257,3439,6.18,33.40%,15:53 ET
IWM,129.95,Put,128.5,5/1/2020,3,1.74,1.76,1.77,1.9,988,161,6.14,56.30%,15:37 ET
KRE,37.9,Call,50,09/18/20,143,0.41,0.44,0.46,0.44,1102,180,6.12,33.99%,11:38 ET
TQQQ,64.01,Call,69.5,5/1/2020,3,0.87,0.89,0.9,0.89,1437,235,6.11,115.39%,15:42 ET
USL,9.66,Call,12,07/17/20,80,0.75,0.8,0.85,0.8,4224,697,6.06,85.44%,15:42 ET
LABU,40.34,Put,33,5/1/2020,3,0.2,0.23,0.25,0.25,902,151,5.97,173.52%,15:36 ET
SPY,287.33,Put,293,5/1/2020,3,6.76,6.8,6.83,6.75,1431,240,5.96,32.61%,15:49 ET
SPY,287.33,Put,296,5/1/2020,3,9.06,9.11,9.15,8.94,737,124,5.94,29.73%,14:59 ET
SPY,287.33,Put,287,10/16/20,171,23.43,23.67,23.9,23.25,685,119,5.76,31.22%,14:50 ET
EFA,56.57,Put,56.5,5/8/2020,10,0.91,0.93,0.94,0.86,587,102,5.75,24.73%,14:04 ET
ACWI,68.25,Put,65,06/19/20,52,1.8,1.92,2.05,2.05,1500,263,5.7,34.93%,13:12 ET
SPY,287.33,Call,311,09/18/20,143,8.02,8.09,8.16,8.13,1041,184,5.66,22.64%,11:39 ET
SPY,287.33,Put,288,5/4/2020,6,4.22,4.24,4.27,4.27,1912,339,5.64,27.87%,15:53 ET
QQQ,212.76,Put,204,5/8/2020,10,2.22,2.23,2.24,2.21,1720,306,5.62,40.56%,15:45 ET
IWM,129.95,Put,124,5/8/2020,10,1.65,1.67,1.68,1.71,3545,634,5.59,48.51%,15:51 ET
SPY,287.33,Put,282,04/29/20,1,0.42,0.43,0.43,0.45,23090,4167,5.54,37.19%,15:52 ET
SPY,287.33,Call,293,04/29/20,1,0.22,0.23,0.23,0.24,29285,5345,5.48,29.11%,15:53 ET
XLF,22.89,Put,22,05/29/20,31,0.67,0.7,0.72,0.66,1611,308,5.23,40.59%,15:35 ET
SPY,287.33,Call,290,04/29/20,1,0.79,0.8,0.8,0.82,126365,24341,5.19,29.18%,15:53 ET
SPY,287.33,Put,293,5/4/2020,6,7.11,7.18,7.24,7.13,1166,226,5.16,26.26%,15:53 ET
XLK,88.85,Put,87,5/1/2020,3,0.94,0.97,0.99,0.93,2273,444,5.12,53.92%,15:53 ET
SPY,287.33,Put,279,05/18/20,20,4.85,4.88,4.9,4.77,813,163,4.99,31.97%,15:04 ET
IWM,129.95,Put,125,05/29/20,31,3.9,3.93,3.95,3.89,556,113,4.92,41.59%,15:49 ET
SPY,287.33,Put,295,5/1/2020,3,8.2,8.25,8.31,8.06,3781,770,4.91,29.20%,15:46 ET
QQQ,212.76,Call,219,5/1/2020,3,0.89,0.9,0.91,0.92,6721,1371,4.9,39.01%,15:46 ET
EWZ,24.63,Call,32,09/18/20,143,0.63,0.69,0.74,0.67,2015,413,4.88,42.76%,15:06 ET
SPY,287.33,Put,286,5/4/2020,6,3.43,3.46,3.48,3.4,3461,712,4.86,28.51%,15:53 ET
QQQ,212.76,Put,214,05/22/20,24,7.62,7.66,7.7,7.84,2798,578,4.84,33.72%,15:37 ET
XLE,36.19,Put,36,5/1/2020,3,0.6,0.62,0.63,0.6,630,132,4.77,56.10%,15:59 ET
SPY,287.33,Call,288,5/1/2020,3,2.93,2.94,2.95,3,23258,4917,4.73,30.52%,15:53 ET
QQQ,212.76,Call,227,5/8/2020,10,0.34,0.35,0.36,0.36,764,163,4.69,27.42%,15:42 ET
IWM,129.95,Put,127.5,5/1/2020,3,1.4,1.42,1.43,1.39,1131,243,4.65,53.34%,15:41 ET
SPY,287.33,Put,280,04/29/20,1,0.22,0.23,0.23,0.23,53928,11613,4.64,37.96%,15:53 ET
UCO,12.06,Call,12.5,5/1/2020,3,0.81,0.84,0.87,0.85,1133,245,4.62,226.98%,15:50 ET
SPY,287.33,Put,261,5/11/2020,13,0.95,0.96,0.97,1.05,1057,234,4.52,41.02%,15:37 ET
IWM,129.95,Put,128,5/1/2020,3,1.56,1.58,1.59,1.61,2420,553,4.38,54.24%,15:51 ET
VXX,38.78,Call,38,06/19/20,52,5.55,5.63,5.7,5.7,2086,497,4.2,93.08%,15:58 ET
TLT,169.34,Put,160,5/8/2020,10,0.16,0.17,0.18,0.17,906,216,4.19,22.87%,13:17 ET
FXE,102.4,Put,90,01/15/21,262,0.39,0.46,0.52,0.51,3875,929,4.17,12.85%,12:45 ET
SPY,287.33,Put,291,5/1/2020,3,5.3,5.32,5.35,5.45,4349,1045,4.16,33.62%,15:52 ET
KRE,37.9,Put,33,06/19/20,52,1.18,1.23,1.27,1.22,3085,746,4.14,58.18%,14:34 ET
TNA,22.49,Call,24,5/1/2020,3,0.54,0.56,0.58,0.55,862,211,4.09,133.83%,15:49 ET
SPY,287.33,Put,300,04/29/20,1,12.59,12.64,12.69,12.53,738,182,4.05,48.50%,15:45 ET
SPY,287.33,Put,285,5/1/2020,3,2.44,2.46,2.48,2.47,30180,7553,4,35.14%,15:53 ET
ASHR,27.2,Put,25.71,01/15/21,262,1.59,1.75,1.91,1.81,3522,905,3.89,29.01%,14:31 ET
VXX,38.78,Call,37,5/1/2020,3,2.34,2.37,2.4,2.45,1444,377,3.83,108.68%,15:50 ET
IBB,125.53,Put,125,05/15/20,17,3.2,3.3,3.4,3.2,1107,292,3.79,33.29%,14:53 ET
SPY,287.33,Put,295,04/29/20,1,7.73,7.79,7.84,7.57,866,230,3.77,34.43%,15:45 ET
SPY,287.33,Call,294,5/4/2020,6,1.17,1.19,1.2,1.19,4169,1128,3.7,23.37%,15:53 ET
SPXU,15.96,Call,16,5/1/2020,3,0.55,0.6,0.65,0.55,1907,517,3.69,102.83%,15:17 ET
SPY,287.33,Put,281,04/29/20,1,0.31,0.32,0.32,0.31,13103,3560,3.68,37.09%,15:53 ET
SPY,287.33,Put,290,5/1/2020,3,4.67,4.7,4.72,4.88,17795,4883,3.64,34.24%,15:50 ET
IWM,129.95,Put,119,5/1/2020,3,0.15,0.16,0.17,0.17,6955,1918,3.63,62.28%,15:51 ET
SPY,287.33,Put,285,5/6/2020,8,3.9,3.92,3.94,3.86,4024,1132,3.55,30.12%,15:53 ET
IWM,129.95,Call,132,5/8/2020,10,2.46,2.48,2.5,2.54,4929,1446,3.41,39.10%,15:53 ET
SPY,287.33,Put,290,5/4/2020,6,5.32,5.35,5.37,5.35,2037,601,3.39,27.62%,15:52 ET
QQQ,212.76,Call,230,5/8/2020,10,0.15,0.16,0.17,0.18,2400,708,3.39,27.27%,15:06 ET
IWM,129.95,Put,107,05/29/20,31,0.73,0.74,0.75,0.67,2539,756,3.36,49.40%,14:43 ET
XRT,36.98,Put,20,01/15/21,262,0.59,0.67,0.74,0.68,742,222,3.34,59.30%,15:58 ET
XLU,59.26,Put,59,05/15/20,17,1.34,1.35,1.36,1.36,5766,1731,3.33,29.80%,16:00 ET
TQQQ,64.01,Put,65,5/8/2020,10,4.75,4.8,4.85,4.85,645,195,3.31,103.78%,15:41 ET
EEM,36.52,Put,35,03/19/21,325,3.3,3.35,3.4,3.35,5000,1522,3.29,31.79%,14:11 ET
SPY,287.33,Put,285,5/4/2020,6,3.03,3.05,3.06,3.1,3864,1179,3.28,29.39%,15:49 ET
SPY,287.33,Put,250,05/27/20,29,1.83,1.85,1.87,1.89,1375,425,3.24,42.56%,15:50 ET
XRT,36.98,Put,35,09/18/20,143,2.93,2.99,3.05,3.05,562,175,3.21,45.54%,13:59 ET
UNG,13.44,Call,14,06/19/20,52,1.17,1.19,1.2,1.17,3465,1084,3.2,70.05%,15:56 ET
IWM,129.95,Put,132,05/15/20,17,5.44,5.48,5.51,5.47,554,178,3.11,39.95%,15:54 ET
IWM,129.95,Call,135,5/8/2020,10,1.33,1.35,1.36,1.33,7382,2443,3.02,36.38%,15:50 ET
QQQ,212.76,Put,212.5,5/8/2020,10,4.82,4.85,4.87,4.8,2519,836,3.01,35.78%,15:47 ET
XLI,64.55,Put,59.5,05/15/20,17,0.51,0.54,0.56,0.59,612,204,3,43.47%,13:41 ET
SPY,287.33,Put,276,5/8/2020,10,2.35,2.37,2.38,2.56,1902,633,3,37.03%,15:37 ET
XOP,48.52,Call,60,01/15/21,262,4.75,4.85,4.95,4.98,891,302,2.95,52.02%,12:44 ET
SPY,287.33,Call,292,5/4/2020,6,1.79,1.81,1.82,1.8,2663,904,2.95,23.97%,15:53 ET
TLT,169.34,Put,164,5/8/2020,10,0.51,0.54,0.56,0.54,916,312,2.94,21.24%,15:06 ET
SPY,287.33,Put,272,05/22/20,24,4.29,4.31,4.33,4.29,880,300,2.93,36.14%,15:47 ET
QQQ,212.76,Put,180,01/15/21,262,11,11.14,11.28,11.09,20282,6927,2.93,37.43%,15:04 ET
VXX,38.78,Call,58,06/19/20,52,1.67,1.69,1.71,1.74,2035,698,2.92,111.01%,15:37 ET
QQQ,212.76,Put,198.5,5/1/2020,3,0.24,0.25,0.26,0.26,1577,543,2.9,50.61%,15:32 ET
SPY,287.33,Call,294,04/29/20,1,0.14,0.15,0.15,0.15,43218,14960,2.89,29.17%,15:53 ET
SPY,287.33,Put,288,5/8/2020,10,5.72,5.74,5.76,5.72,3924,1362,2.88,29.33%,15:53 ET
SPY,287.33,Call,286,5/8/2020,10,6.25,6.28,6.3,6.38,5553,1933,2.87,28.96%,15:48 ET
EEM,36.52,Call,39,01/15/21,262,2.08,2.13,2.18,2.15,1221,429,2.85,24.42%,14:10 ET
SPY,287.33,Put,266,5/1/2020,3,0.08,0.08,0.09,0.1,5484,1930,2.84,43.72%,15:51 ET
QQQ,212.76,Call,214,5/1/2020,3,2.8,2.82,2.84,2.78,9352,3294,2.84,42.75%,15:45 ET
SPY,287.33,Call,290,5/1/2020,3,2.03,2.05,2.06,2.04,62878,22409,2.81,29.46%,15:53 ET
SPY,287.33,Call,288,5/8/2020,10,4.99,5.02,5.04,5.08,6593,2354,2.8,27.50%,15:50 ET
SPY,287.33,Call,294,5/6/2020,8,1.74,1.75,1.76,1.82,1453,521,2.79,24.75%,15:44 ET
SPY,287.33,Put,287,5/4/2020,6,3.86,3.89,3.91,3.81,1517,547,2.77,28.15%,15:53 ET
SPY,287.33,Call,289,5/4/2020,6,3.06,3.08,3.09,3.07,2234,806,2.77,25.08%,15:53 ET
TQQQ,64.01,Call,66.5,5/8/2020,10,3.05,3.13,3.2,3.1,664,242,2.74,96.68%,15:38 ET
TLT,169.34,Put,164,5/1/2020,3,0.17,0.18,0.18,0.17,1054,384,2.74,27.12%,15:40 ET
QQQ,212.76,Put,216,5/1/2020,3,4.97,5.01,5.04,5.06,4674,1707,2.74,42.31%,15:49 ET
SPY,287.33,Call,295,5/4/2020,6,0.92,0.94,0.95,0.94,7494,2744,2.73,23.01%,15:53 ET
XLK,88.85,Call,84,06/19/20,52,7.95,8.05,8.15,8.15,515,189,2.72,40.42%,13:38 ET
DIA,242.02,Call,267,05/15/20,17,0.15,0.18,0.2,0.2,968,356,2.72,24.88%,14:33 ET
SPY,287.33,Call,291,5/11/2020,13,3.83,3.86,3.88,3.98,862,318,2.71,25.06%,15:17 ET
SPY,287.33,Call,292,5/1/2020,3,1.28,1.29,1.3,1.29,12800,4769,2.68,28.39%,15:52 ET
DIA,242.02,Put,235,01/15/21,262,22.55,23.03,23.5,23.25,1103,420,2.63,34.66%,13:11 ET
EWZ,24.63,Call,25,5/8/2020,10,0.82,0.85,0.87,0.9,573,219,2.62,65.41%,15:22 ET
UVXY,43.65,Call,43,5/1/2020,3,2.63,2.77,2.91,2.8,1018,388,2.62,164.68%,15:37 ET
SMH,133.99,Put,115,06/19/20,52,2.65,2.68,2.71,2.7,20374,7820,2.61,50.04%,15:51 ET
SPY,287.33,Put,245,05/27/20,29,1.46,1.48,1.49,1.37,544,211,2.58,43.02%,14:32 ET
SPY,287.33,Put,215,12/16/22,962,18.53,19.15,19.76,19.08,1511,587,2.57,31.07%,14:05 ET
IYR,76.36,Put,73,01/15/21,262,7.3,7.48,7.65,7.25,1881,731,2.57,36.50%,13:11 ET
VXX,38.78,Call,41,5/8/2020,10,1.63,1.65,1.66,1.61,845,331,2.55,99.70%,15:53 ET
SPY,287.33,Put,285,5/8/2020,10,4.58,4.6,4.61,4.73,17637,6957,2.54,31.67%,15:50 ET
QQQ,212.76,Put,216,09/18/20,143,18.03,18.08,18.13,18.5,5806,2310,2.51,32.72%,12:35 ET
SPXL,34.76,Call,36,05/15/20,17,1.8,1.88,1.95,1.9,1460,593,2.46,79.56%,15:49 ET
SPY,287.33,Call,290,08/21/20,115,16.77,16.8,16.83,16.81,612,251,2.44,27.03%,15:50 ET
IWM,129.95,Call,140,05/29/20,31,1.39,1.41,1.43,1.38,706,289,2.44,30.24%,15:50 ET
SPY,287.33,Put,289,5/8/2020,10,6.23,6.25,6.27,6.35,2011,827,2.43,29.85%,15:50 ET
IWM,129.95,Put,125,5/1/2020,3,0.8,0.81,0.82,0.85,10047,4136,2.43,57.76%,15:36 ET
JETS,14.38,Call,14,05/15/20,17,1.1,1.13,1.15,1.1,841,347,2.42,65.95%,15:49 ET
VXX,38.78,Call,39.5,5/1/2020,3,1.15,1.16,1.17,1.15,1025,426,2.41,109.06%,15:56 ET
IWM,129.95,Call,133,5/1/2020,3,0.96,0.97,0.97,1.05,10678,4507,2.37,46.14%,15:47 ET
QQQ,212.76,Call,228,5/8/2020,10,0.26,0.27,0.28,0.29,847,359,2.36,27.42%,13:56 ET
VXX,38.78,Call,38,5/8/2020,10,2.64,2.68,2.71,2.71,747,318,2.35,93.74%,15:57 ET
SPY,287.33,Call,315,08/21/20,115,5.16,5.19,5.21,5.3,668,285,2.34,22.09%,14:38 ET
QQQ,212.76,Put,214,5/8/2020,10,5.4,5.44,5.47,5.4,2618,1121,2.34,34.48%,15:47 ET
SPY,287.33,Put,290,5/8/2020,10,6.63,6.65,6.68,6.83,5974,2557,2.34,29.43%,15:50 ET
SPY,287.33,Call,305,05/18/20,20,0.82,0.83,0.83,0.87,1588,681,2.33,21.15%,15:43 ET
USO,2.13,Call,2.5,05/22/20,24,0.14,0.15,0.15,0.15,3995,1713,2.33,125.17%,15:17 ET
SPY,287.33,Put,288,05/15/20,17,7.34,7.36,7.37,7.54,7866,3386,2.32,29.99%,15:51 ET
EFA,56.57,Put,49,09/18/20,143,1.5,1.55,1.59,1.53,579,251,2.31,33.42%,15:03 ET
IWM,129.95,Put,129,06/19/20,52,6.97,6.99,7.02,7,713,308,2.31,39.29%,15:52 ET
QQQ,212.76,Put,201,5/1/2020,3,0.42,0.43,0.43,0.42,4710,2044,2.3,48.91%,15:48 ET
SPY,287.33,Put,284,5/1/2020,3,2.1,2.12,2.13,2.11,5838,2541,2.3,35.26%,15:53 ET
QQQ,212.76,Put,210,5/1/2020,3,2.31,2.32,2.33,2.3,43737,19126,2.29,46.62%,15:49 ET
QQQ,212.76,Put,216,12/18/20,234,22.29,22.44,22.58,20.99,918,405,2.27,29.80%,10:03 ET
VXX,38.78,Call,40,5/1/2020,3,0.99,1.01,1.02,1.03,5093,2242,2.27,113.87%,15:58 ET
SPY,287.33,Call,289,5/1/2020,3,2.48,2.49,2.5,2.5,8629,3801,2.27,30.05%,15:53 ET
GDX,33.58,Call,48.5,07/17/20,80,0.47,0.48,0.49,0.48,665,294,2.26,58.54%,15:46 ET
XBI,96.09,Put,81,05/15/20,17,0.26,0.28,0.3,0.29,1446,640,2.26,53.28%,15:35 ET
UCO,12.06,Call,12,5/1/2020,3,1,1.14,1.27,1.05,544,242,2.25,221.77%,15:06 ET
SPY,287.33,Put,272,05/29/20,31,5.17,5.18,5.19,5.3,1178,529,2.23,35.55%,15:51 ET
QQQ,212.76,Call,221,5/1/2020,3,0.48,0.5,0.51,0.47,4048,1816,2.23,36.60%,15:38 ET
SPY,287.33,Call,287,5/1/2020,3,3.45,3.47,3.49,3.5,13173,5935,2.22,30.51%,15:52 ET
TNA,22.49,Put,19,5/8/2020,10,0.67,0.69,0.7,0.65,673,306,2.2,141.47%,15:29 ET
EFA,56.57,Call,59,12/18/20,234,2.52,2.67,2.82,2.7,746,340,2.19,19.48%,10:38 ET
SPY,287.33,Call,288,5/4/2020,6,3.58,3.59,3.61,3.56,2918,1341,2.18,25.29%,15:52 ET
IBB,125.53,Put,115,09/18/20,143,6.1,6.2,6.3,6.4,1026,473,2.17,37.30%,13:00 ET
QQQ,212.76,Call,215,5/8/2020,10,3.76,3.78,3.8,3.76,6278,2912,2.16,33.37%,15:48 ET
QQQ,212.76,Put,210,5/8/2020,10,3.87,3.89,3.9,3.9,5085,2361,2.15,37.57%,15:49 ET
SPY,287.33,Put,265,05/13/20,15,1.71,1.73,1.74,1.79,644,301,2.14,39.87%,15:50 ET
SPY,287.33,Put,287,11/20/20,206,25.81,26.01,26.2,25.58,705,329,2.14,31.39%,14:25 ET
QQQ,212.76,Put,192,09/18/20,143,9.94,9.98,10.01,9.98,1022,483,2.12,37.64%,15:15 ET
SPY,287.33,Call,291,5/1/2020,3,1.61,1.63,1.64,1.61,13205,6230,2.12,28.63%,15:52 ET
EFA,56.57,Call,58.5,05/29/20,31,0.65,0.68,0.71,0.71,1207,576,2.1,21.59%,14:05 ET
SPY,287.33,Put,283,5/1/2020,3,1.86,1.88,1.89,1.87,12086,5744,2.1,36.26%,15:52 ET
QID,17.79,Put,18,05/15/20,17,1.15,1.21,1.28,1.3,659,316,2.09,77.20%,14:45 ET
SPY,287.33,Put,277,05/29/20,31,6.28,6.29,6.3,6.45,1026,494,2.08,33.72%,15:51 ET
LQD,129.46,Call,133,01/15/21,262,2.1,2.18,2.25,2.15,650,314,2.07,7.20%,12:22 ET
IWM,129.95,Call,140,5/8/2020,10,0.32,0.33,0.34,0.35,5493,2649,2.07,34.03%,15:49 ET
SPY,287.33,Call,299,5/1/2020,3,0.19,0.2,0.2,0.18,4105,1997,2.06,27.20%,15:53 ET
IEF,121.95,Call,123,05/22/20,24,0.55,1.23,1.9,1.24,640,314,2.04,13.21%,15:42 ET
SPY,287.33,Put,310,07/17/20,80,28.13,28.2,28.26,28.22,5475,2686,2.04,27.06%,15:53 ET
IEF,121.95,Call,126,05/22/20,24,0.1,0.78,1.45,0.78,638,314,2.03,17.39%,15:42 ET
SPY,287.33,Put,250,6/5/2020,38,2.76,2.78,2.79,2.69,864,425,2.03,41.56%,14:59 ET
TQQQ,64.01,Put,53,5/1/2020,3,0.28,0.29,0.3,0.3,1087,538,2.02,151.52%,15:11 ET
XLF,22.89,Put,23,5/1/2020,3,0.44,0.45,0.46,0.42,1172,580,2.02,44.48%,15:52 ET
EMB,98.8,Put,95,06/19/20,52,2.55,2.72,2.9,2.9,1030,516,2,31.73%,14:35 ET
EEM,36.52,Put,35,07/17/20,80,1.57,1.58,1.58,1.57,1257,630,2,34.40%,15:59 ET
ACWI,68.25,Put,66,06/19/20,52,1.15,1.72,2.3,2.25,1504,751,2,32.92%,13:59 ET
XLF,22.89,Call,26,06/19/20,52,0.23,0.24,0.24,0.23,22609,11324,2,32.07%,15:40 ET
TQQQ,64.01,Put,52,05/15/20,17,1.8,1.82,1.83,2,531,267,1.99,126.95%,12:31 ET
